xNose;yNose;scoreNose;xNeck;yNeck;scoreNeck;xRShoulder;yRShoulder;scoreRShoulder;xRElbow;yRElbow;scoreRElbow;xRWrist;yRWrist;scoreRWrist;xLShoulder;yLShoulder;scoreLShoulder;xLElbow;yLElbow;scoreLElbow;xLWrist;yLWrist;scoreLWrist;xRHip;yRHip;scoreRHip;xRKnee;yRKnee;scoreRKnee;xRAnkle;yRAnkle;scoreRAnkle;xLHip;yLHip;scoreLHip;xLKnee;yLKnee;scoreLKnee;xLAnkle;yLAnkle;scoreLAnkle;xREye;yREye;scoreREye;xLEye;yLEye;scoreLEye;xREar;yREar;scoreREar;xLEar;yLEar;scoreLEar;label
283.25;353.83;0.95024;194.81;123.02;0.019084;198.89;123.35;0.006467;185.86;122.8;0.017183;187.16;124.44;0.0096391;157.55;129.05;0.29682;164.22;50.822;0.71083;117.55;45.42;0.73905;203.9;161.13;0.87986;158.06;181.84;0.92889;279.78;187.49;0.87679;275.99;193.1;0.92794;180.71;251.08;0.93586;139.39;272.62;0.94011;319.91;288.42;0.6035;309.49;318.3;0.66742;288.15;384.66;0.19304;269.26;396.89;0.21803;1
187.02;379.48;0.93268;276.06;123.02;0.99693;281.29;110.79;0.97502;260.79;114.33;0.9949;289.44;114.28;0.19845;235.63;123.51;0.82316;305.17;185.15;0.96492;209.61;188.19;0.96786;307.58;266.92;0.89335;195.35;277.13;0.91756;331.31;271.66;0.84756;230.59;280.06;0.88315;304.19;352.98;0.92258;240.94;357.13;0.92446;298.38;448.75;0.42651;249.72;453.34;0.44011;295.09;461.4;0.11696;248.83;463.55;0.1186;1
75.096;207.25;0.90927;122.48;55.539;0.58703;121.58;51.201;0.048011;121.3;51.535;0.57959;104.26;51.737;0.10357;114.7;51.926;0.90879;96.905;72.42;0.89776;111.57;74.662;0.98114;110.86;103.1;0.33844;125.71;105.72;0.95857;138.6;109.34;0.3008;149.11;112.56;0.90147;100.56;125.51;0.9507;112.92;126.7;0.98094;101.79;173.94;0.94167;116.28;175.65;0.98099;96.485;220.82;0.92258;116.25;226.4;0.96666;1
318.08;341.48;0.94767;269.86;195.99;0.99554;276.1;181.03;0.6528;259.47;178.01;0.9975;259.17;175.91;0.01432;217.18;167.73;0.89066;178.36;223.11;0.94632;186.07;238.78;0.95287;184.37;327.98;0.82062;235.01;361.84;0.89131;246.48;332.47;0.79812;353.8;352.3;0.87392;180.9;423.9;0.65093;180.78;437.69;0.65143;276;436.72;0.11911;270.62;447.43;0.13851;279.85;425.64;0.039149;243.06;433.4;0.042159;1
115.01;172.77;0.88683;126.64;100.18;0.96249;131.97;91.552;0.80109;118.92;91.421;0.98376;133.35;86.179;0.070031;94.59;84.25;0.92866;118.75;118.87;0.95398;64.955;128.77;0.97086;108.36;158.63;0.82472;42.788;181.04;0.91927;127.78;165.77;0.79488;74.48;187.94;0.88697;114.2;206.53;0.70189;78.082;215.63;0.73438;149.02;233.01;0.12284;114.09;243.84;0.15176;127.91;232.47;0.04018;97.986;238.34;0.046747;1
372.35;372.08;0.94782;475.84;170.99;0.98232;487.12;154.75;0.99271;478.36;155.45;0.1138;542.55;159.33;0.98988;506.9;158.34;0.20191;576.33;279.84;0.94958;517.2;237.47;0.9593;461.73;403.78;0.88999;444.95;323.89;0.88613;456.99;263.42;0.90759;333.55;345.34;0.87699;464.06;442.86;0.72703;428.93;406.82;0.75208;283.3;452.72;0.2359;287.95;430.32;0.21715;341.23;454.81;0.063;346.41;448.47;0.058902;1
233.12;372.13;0.90476;181.39;132.06;0.99688;187.75;117.5;0.96849;163.7;120.89;0.99529;195.94;119.87;0.095736;131.85;129.7;0.8844;170.88;195.58;0.94014;125.54;203.47;0.96407;166.6;286.67;0.72718;132.9;302.24;0.90775;212.45;316.73;0.6489;206.85;319.8;0.87108;176.53;359.65;0.8442;140.71;379.81;0.87458;309.22;374.38;0.42934;289.35;420.89;0.53229;312.08;449.92;0.14117;280.24;461.77;0.17094;1
247;188.05;0.92628;425.01;63.489;0.97454;435.28;55.923;0.97547;429.28;55.124;0.36076;466.3;65.326;0.97546;443.54;61.424;0.096477;472.36;124.94;0.95784;441.33;118.14;0.94314;403.12;166.93;0.90499;394.41;175.4;0.73349;319.68;175.7;0.89323;318.83;181.78;0.72375;421.17;223.04;0.39321;397.76;214.71;0.34747;354.07;204;0.07322;338.16;197.41;0.047735;344.51;206.36;0.033732;332.14;206.94;0.025047;1
270.21;358.23;0.91747;237.26;121.46;0.98044;240.82;108.52;0.25301;231.53;105.28;0.99187;219.1;103.12;0.0082786;185.61;92.6;0.91071;197.42;177.45;0.958;129.7;187.02;0.96375;222.09;275.75;0.85157;145.59;342.55;0.90874;290.93;293.32;0.82994;250.73;301.77;0.89814;213.65;365.68;0.68732;155.21;383.18;0.68932;350.67;381.22;0.11623;312.03;395.49;0.14216;302.97;397.32;0.033715;258.4;394.37;0.038505;1
279.18;304.38;0.90421;219.44;149.58;0.99542;227.58;136.15;0.88554;207.05;127.72;0.99704;226.75;137.39;0.022494;153.82;113.71;0.8914;199.17;204.05;0.95475;93.456;197.36;0.95145;256.24;301.71;0.83018;90.623;329.07;0.86118;281.06;294.76;0.82345;212.69;297.83;0.86533;196.85;378.11;0.53999;121.67;384.2;0.52473;290.37;376.3;0.071954;202;379.55;0.079249;256.43;362.34;0.027126;188.06;358.8;0.028486;1
317.25;308.85;0.94201;363.54;222.87;0.97875;372.83;206.71;0.99232;364.98;208.64;0.12796;416.5;210.01;0.98813;400.18;211.82;0.15517;432.11;289.92;0.94119;418.98;282.66;0.85194;325.09;376.74;0.86698;330.56;370.81;0.37793;224.82;362.6;0.81205;230.83;363.36;0.34644;427.01;449.66;0.51931;404.72;442.86;0.39108;361.48;432.34;0.14451;344.9;423.51;0.080367;378.16;451.62;0.049209;350.11;446.66;0.034119;1
173.89;388.91;0.94066;173.24;84.901;0.99187;176.25;75.405;0.87885;161.43;78.067;0.99218;179.49;81.084;0.062966;138.67;85.563;0.93472;185.6;139.37;0.98391;121.07;140.61;0.98355;196.53;205.04;0.94449;141.29;206.16;0.96689;230.32;164.05;0.93633;151.03;139.25;0.96275;172.4;256.09;0.98133;126.53;262.07;0.98174;247.63;274.47;0.9717;208.47;278.52;0.97893;227.39;389.89;0.92714;186.16;394.6;0.94042;1
349.37;491.65;0.95342;387;141.55;0.99782;412.86;120.31;0.99852;371.07;117.14;0.99321;452.06;133.91;0.98924;352.45;123.95;0.66951;484.78;248.92;0.95818;312.17;234.26;0.97101;502.65;398.81;0.8267;250.05;268.92;0.88732;518.92;516.17;0.7641;236.18;247.87;0.85182;452.46;517.44;0.66163;334.91;515.35;0.70302;438.69;520.78;0.075694;324.8;529.62;0.086711;428.18;508.97;0.023528;327.9;511.34;0.025719;1
286.2;328.83;0.94167;298.2;177.03;0.99531;303.21;166.3;0.79137;289.2;158.97;0.99705;298.23;171.36;0.019207;248.55;155.34;0.8836;286.26;242.99;0.96222;203.19;236.34;0.96173;330.35;333.53;0.8717;193.61;357.98;0.90363;411.15;328.66;0.84986;262.86;396.15;0.89191;296.7;407.12;0.7055;235.7;414.7;0.69897;384.3;432.06;0.12163;307.9;443.87;0.13653;334.45;424.17;0.038633;291.6;420.41;0.041223;1
253.19;354.63;0.94676;243.31;180.93;0.99143;247.74;167.93;0.71539;234.27;167.89;0.99476;239.63;161.32;0.019658;194.43;160.52;0.89291;229.28;208.87;0.96345;143.66;223.42;0.96609;258.71;274.49;0.897;155.86;328.18;0.93396;290.12;299.64;0.88416;253.68;326.73;0.92323;201.85;376.96;0.85617;134.49;393.8;0.85571;289.62;406.62;0.29763;226.93;433.69;0.33452;253.87;429.26;0.089126;215.26;438.25;0.095437;1
322.57;392.92;0.94356;312.02;152.55;0.99439;315.8;134.94;0.84708;294.62;132.68;0.99618;312.76;135.05;0.016836;236.56;128.78;0.89575;306.86;232.47;0.95304;187.02;243.72;0.95633;333.59;381.23;0.78353;199.33;402.82;0.83703;415.37;333.97;0.77918;314.98;339.07;0.84333;350.1;438.72;0.39872;260.8;447.53;0.39824;395.33;428.44;0.046358;310.77;428.59;0.05243;354.02;417.35;0.01882;276.11;411.87;0.020311;1
348.65;400.96;0.95171;334.14;164.84;0.99216;346.47;144.87;0.99638;331.94;146.29;0.38517;404.24;137.48;0.98799;356.83;139.95;0.1597;465.05;243.81;0.95036;389.01;226.52;0.96171;425.18;412.09;0.88164;353.15;340.96;0.86665;286.93;401.25;0.88794;266.47;371.29;0.86293;477.44;451.83;0.48633;410.3;436.8;0.53077;352.3;450.59;0.063927;282.61;437.66;0.060902;361.79;430.09;0.020605;328.96;425.82;0.020312;1
418.34;384.36;0.93317;355.17;144.18;0.7763;359.19;129.17;0.77274;363.72;130.94;0.039137;384.47;143.89;0.9686;427.99;143.51;0.058407;388.56;266.92;0.93944;474.07;252.51;0.6648;234.49;385.34;0.88968;339.08;355.9;0.10823;186.35;252.48;0.89652;205.92;258.83;0.22369;396.74;460.76;0.097715;458.12;450.08;0.033952;282.57;391.07;0.030897;313.91;381.78;0.0067771;306.3;401.95;0.016109;329.53;392.12;0.0055381;1
418.34;384.36;0.93317;355.17;144.18;0.7763;359.19;129.17;0.77274;363.72;130.94;0.039137;384.47;143.89;0.9686;427.99;143.51;0.058407;388.56;266.92;0.93944;474.07;252.51;0.6648;234.49;385.34;0.88968;339.08;355.9;0.10823;186.35;252.48;0.89652;205.92;258.83;0.22369;396.74;460.76;0.097715;458.12;450.08;0.033952;282.57;391.07;0.030897;313.91;381.78;0.0067771;306.3;401.95;0.016109;329.53;392.12;0.0055381;1
214.28;282.62;0.93201;325.35;192.09;0.99635;341.23;177.09;0.9977;316.11;175.65;0.98865;374.11;175.77;0.98105;308.56;172.16;0.46776;412.79;232.95;0.95956;287.46;227.6;0.93841;433.67;334.03;0.87866;249.08;316.38;0.73572;359.06;355.27;0.8178;253.65;364.94;0.64729;388.26;390.8;0.71393;302.5;385.23;0.66945;357.53;434.33;0.14085;256.93;429.01;0.11033;354.59;413.32;0.04423;313.92;412.37;0.037467;1
430.65;420.96;0.95893;373.11;38.766;0.66114;400.35;16.756;0.16103;353.04;19.672;0.11533;455.79;18.918;0.16646;334.73;22.815;0.10718;542.92;169.28;0.90575;294.98;153.8;0.90286;556.94;404.81;0.82403;228.24;382.33;0.78499;400.64;286.12;0.89273;252.75;279.7;0.86681;468.89;450.67;0.2445;303.74;443.15;0.24693;439.03;403.66;0.020209;304.1;406.88;0.018875;438.04;403.76;0.0082831;341.16;399.62;0.0078335;1
240.36;318.98;0.93262;274.94;181.18;0.91061;273.8;171.05;0.051161;272.4;168.73;0.96057;226.63;170;0.033457;250.32;168.6;0.87505;194.89;225.27;0.94376;253.98;237.54;0.96041;262.27;290.93;0.82936;329.02;315.24;0.93264;333.97;286.21;0.79449;380.47;293.47;0.90544;218.68;383.6;0.87316;266.34;396.41;0.89235;336.48;340.2;0.55916;381.26;371.5;0.64832;314.59;431.9;0.26104;315.56;444.49;0.30317;1
246.21;333.64;0.94522;260.47;190.85;0.9959;261.97;175.71;0.922;243.24;184.91;0.99542;261.89;167.12;0.040119;206.65;188.64;0.89684;243.61;225.98;0.97287;191.2;256.92;0.97038;259.1;317.18;0.91227;216.96;368.84;0.92959;319.43;355.75;0.88274;318.03;374.8;0.91198;256.83;359.44;0.92328;216.37;390.66;0.91884;366.99;395.52;0.66732;346.27;433.81;0.69398;370.71;466.2;0.28572;320.54;462.03;0.29802;1
107.31;343.41;0.93596;329.16;118.68;0.99233;335.09;112.39;0.9949;324.45;113.02;0.94333;348.47;113.59;0.97555;320.78;115.48;0.33097;368.16;151.07;0.9856;310.2;150.6;0.98379;377.41;196.02;0.96743;297.91;199.72;0.94628;371.11;227.93;0.96307;292.67;172.39;0.94069;353.86;248.72;0.98875;315.46;247.4;0.9879;353.53;324.16;0.98109;304.78;322.83;0.97824;344.07;391.72;0.94341;300.31;395.48;0.93793;1
335.66;307.53;0.94567;210.75;152.18;0.99538;217.44;135.65;0.88799;194.21;130.66;0.99651;216.75;135.68;0.024153;139.17;123.27;0.92011;189.86;209.56;0.959;92.529;206.39;0.95488;260.26;290.66;0.83262;162.82;319.67;0.87429;339.63;309.89;0.79735;304.54;318.03;0.85468;203.61;385.55;0.59319;136.79;396.53;0.57564;329.75;384.67;0.077753;257.24;394.36;0.090571;303.64;381.75;0.026438;243.25;376.61;0.029165;1
393.6;386.65;0.91945;361.35;141.03;0.99789;378.99;122.32;0.99801;346.15;127.44;0.99266;414.83;130.8;0.9815;335.81;140.46;0.4651;459.47;223.94;0.97239;346.68;237.72;0.9745;500.06;368.8;0.90697;324.8;350.48;0.88452;366.61;377.89;0.89115;281.71;377.58;0.84444;445.69;421.91;0.82721;355.49;406.5;0.8313;240.12;429.17;0.42496;174.94;416.16;0.37828;247.4;428.56;0.13922;184.16;438.04;0.12358;1
195;321.89;0.92763;349.27;204.41;0.99722;369.37;190.17;0.99803;341.92;188.9;0.98167;408.35;198.76;0.98136;343.61;193.14;0.2844;393.29;278.33;0.94527;436.91;260.01;0.93011;383.32;391.68;0.85169;422.3;338.96;0.74416;323.34;401.19;0.80447;346.26;347.34;0.6981;404.75;445.35;0.55261;443.63;433.81;0.52816;319.75;437;0.10658;359.71;423.1;0.086445;332.79;439;0.042556;371.37;418.52;0.037577;1
344.87;503.87;0.94813;193.45;167.65;0.99687;188.85;149.15;0.86073;170.93;160.41;0.9957;183.68;150.69;0.027176;123.74;182.43;0.87757;189.87;254.02;0.96963;141;285.47;0.96932;212.72;365.11;0.89484;181.96;426.54;0.92051;275.08;385.23;0.86857;307.48;427.86;0.89982;231.88;527.16;0.82493;186.62;544.39;0.82118;267.08;595.81;0.14245;211.56;604.53;0.15442;261.09;576.96;0.031789;191.58;577.14;0.033291;1
263.81;394.45;0.94659;367.21;140.13;0.99728;384.92;121.74;0.99783;349.66;121.97;0.99292;409.47;134.54;0.97694;326.75;134.75;0.76554;456.24;241.96;0.96047;279.85;244;0.96788;476.86;385.75;0.78417;263.4;390.04;0.83106;339.7;396.35;0.74686;399.48;370.36;0.79521;433.52;450.67;0.42465;317.29;451.88;0.44063;427.52;434.13;0.050734;320.57;431.81;0.054716;392.52;416.27;0.021479;336.87;411.97;0.022658;1
317.24;386.91;0.93169;305.65;151.1;0.99849;321.66;136.15;0.99129;289.73;126.31;0.99774;330.48;147.52;0.14677;251.12;126.42;0.90086;292.08;220.54;0.968;207.84;225.42;0.96899;306.61;332.86;0.86361;211.46;393.77;0.89373;327.69;365.84;0.82676;346.3;397.76;0.85978;241.46;433.05;0.70191;171.04;442.27;0.68623;339.45;456.41;0.11412;270.29;467.81;0.12321;308.56;438.47;0.032845;237.32;440.27;0.033979;1
265.65;459.24;0.94877;330.37;133.98;0.99719;345.81;116.91;0.99612;314.78;117.21;0.99107;366.98;109.92;0.93432;293.61;109.98;0.71153;410.28;206.56;0.97267;246.98;204.64;0.9715;439.72;322.82;0.91773;212.34;321.52;0.91232;370.42;330.29;0.90545;282.8;325.21;0.90291;378.71;447;0.84657;271.02;446.26;0.84251;381.03;515.81;0.17799;269.57;517.78;0.17407;378.93;493.86;0.041124;275.07;490.12;0.040023;1
249.2;442.99;0.94154;249.94;115.35;0.98621;257.7;105.35;0.99223;251.56;105.62;0.17405;288.67;110.24;0.9888;278.64;110.68;0.16659;298.87;180.78;0.95955;289.25;174.19;0.87981;288.97;278.81;0.93867;272.81;265.53;0.5802;224.74;308.66;0.91825;222.61;304.68;0.55667;282.58;321.72;0.94801;272.91;311.92;0.90839;160.55;342.84;0.94367;164.24;331.13;0.8882;161.81;474.05;0.83593;158.34;460.09;0.76753;1
237.68;356.3;0.94775;454.19;149.91;0.99595;473.92;137.83;0.997;451.01;138.46;0.96779;515.62;156.68;0.99189;449.95;153.66;0.40916;560.9;250.83;0.95773;422.33;249.39;0.95643;527.39;358.53;0.87709;379.13;354.8;0.84222;430.1;335.89;0.8669;451.69;376.02;0.83097;519.61;445.08;0.55932;426.36;441.04;0.55013;505.36;439.28;0.071778;409.19;438.31;0.065512;507.86;426.91;0.026996;432.63;418.29;0.025331;1
307.63;391.85;0.91794;324.73;176.71;0.98773;330.37;158.09;0.58579;313.58;154.76;0.9948;318.16;149.95;0.0090561;258.72;138.22;0.91503;284.74;234.84;0.95302;192.65;234.98;0.95547;302.61;374.63;0.78678;222.13;394.89;0.85564;347.11;302.27;0.79198;325.1;309.78;0.85475;240.1;439.71;0.46963;162.21;445.31;0.46305;341.38;428.62;0.064136;263.32;432.97;0.073982;291.03;418.04;0.02427;230.37;416.61;0.025995;1
184.31;348.85;0.93375;303.03;178.34;0.97003;305.57;166.61;0.086362;301.78;163.8;0.99084;261.12;158.42;0.01046;271.22;157.22;0.89796;223.2;223.12;0.90279;230.52;237.99;0.95629;243.83;335.19;0.58991;256.33;357.19;0.88229;310.49;355.67;0.5019;316.83;328.78;0.81448;249.26;418.99;0.54477;255.71;429.83;0.62977;321.37;444.54;0.070748;323.16;450.55;0.10787;298.28;430.31;0.028502;289.99;434.91;0.036886;1
320.04;571.68;0.9537;325.79;98.984;0.98174;338.7;84.681;0.97901;326.56;84.773;0.3043;381.81;92.341;0.97459;352.23;92.718;0.042608;403.88;190.86;0.97621;365.88;186.48;0.89322;412.71;328.01;0.97057;349.96;308.62;0.37347;282.05;327.39;0.96446;279.47;326.97;0.40127;376.84;413.79;0.93013;344.98;392.73;0.83653;181;448.62;0.83585;179.5;414.86;0.54086;202.82;592.21;0.27381;212.62;568.01;0.13001;1
320.04;571.68;0.9537;325.79;98.984;0.98174;338.7;84.681;0.97901;326.56;84.773;0.3043;381.81;92.341;0.97459;352.23;92.718;0.042608;403.88;190.86;0.97621;365.88;186.48;0.89322;412.71;328.01;0.97057;349.96;308.62;0.37347;282.05;327.39;0.96446;279.47;326.97;0.40127;376.84;413.79;0.93013;344.98;392.73;0.83653;181;448.62;0.83585;179.5;414.86;0.54086;202.82;592.21;0.27381;212.62;568.01;0.13001;1
282.62;383.88;0.89696;320.84;138.23;0.99779;338.5;121.51;0.99739;302.46;122.56;0.99519;363.27;131.11;0.94037;282.01;132.75;0.76074;409.51;224.59;0.96345;236.08;222.51;0.96416;434.06;363.16;0.82668;204.6;362.34;0.84445;432.95;354.51;0.79871;293.57;330.89;0.82416;386.34;441.25;0.54587;265.49;441.97;0.54948;399.89;435.35;0.06915;285.82;438.72;0.072497;385.61;421.89;0.026158;290.15;418.65;0.026877;1
295.7;355.71;0.9568;456.04;166.09;0.95196;461.41;153.53;0.97668;457.13;154.05;0.040678;495.12;157.05;0.98644;507.94;154.3;0.15358;537.69;222.46;0.95717;542.49;203.43;0.95824;457.29;337.02;0.93059;482.86;290.12;0.89942;357.93;312.38;0.91676;452.99;233.03;0.88396;539.53;429.01;0.81412;522.63;410.51;0.82151;394.17;450.45;0.2427;387.91;437.16;0.21215;454.62;450.01;0.061219;432.26;438.19;0.055777;1
474.82;269.7;0.93591;326.15;276.97;0.020753;342.23;268.16;0.018065;308.75;269.22;0.026019;363.83;281.47;0.038542;267.04;268.22;0.03261;451.83;348.07;0.1715;206.14;345.06;0.21285;475.37;458.23;0.36945;150.15;462.79;0.45046;510.81;362.41;0.79808;151.82;332.54;0.83871;415.51;445.92;0.039463;257.88;447.37;0.046302;431.62;407.53;0.0096583;247.47;411.77;0.010949;410.09;398.25;0.006846;263.1;403.29;0.0072653;1
438.64;398.07;0.9552;263.22;150.67;0.98174;266.25;133.76;0.10269;257.27;130.85;0.99409;220.65;126.66;0.0090945;209.05;117.2;0.92452;121.04;176.63;0.95415;193.36;227.55;0.95708;201.36;292.73;0.82113;301.4;380.13;0.89439;296.28;277.79;0.80035;416.27;333.92;0.87715;149.96;412.3;0.69324;185.33;436.63;0.678;280.62;404.41;0.1806;302.65;422.48;0.20654;278.41;421.9;0.052373;276.26;430.02;0.056202;1
241.91;374.3;0.89315;278.97;169.16;0.92332;289.58;151.21;0.97947;278.86;153.45;0.12697;339.24;148.9;0.98625;322.91;149.27;0.11997;396.6;238;0.95198;361.08;229.25;0.85285;320.75;374.46;0.87535;334.77;357.53;0.42016;319.61;266.67;0.80985;313.38;274.14;0.39961;454.99;435.25;0.50154;418.51;428;0.36511;393.46;445.77;0.084319;368.76;436.54;0.046694;449.03;428.63;0.028785;422.25;410.6;0.020265;1
315.82;364.26;0.9378;387.93;177.48;0.99564;410.99;160.69;0.99572;387.67;161.15;0.88226;467.98;177.57;0.97913;392.41;171.41;0.096333;511.03;289.08;0.959;390.56;276.34;0.97014;422.61;411.93;0.8945;289.86;370.22;0.85497;453.43;290.58;0.93872;271.82;261.45;0.89603;489.28;461.78;0.25783;408;450.09;0.29446;414.13;416.98;0.037315;335.7;411.99;0.033018;433.3;423.16;0.014945;386.33;414.25;0.013981;1
255.11;466.71;0.92821;239.75;124.7;0.94902;250.85;117;0.9442;240.52;114.71;0.33491;278.09;127.12;0.95281;257.38;126.32;0.092879;278.98;189.55;0.97017;257.89;185.48;0.96497;204.11;260.26;0.96476;200.55;248.91;0.90167;194.84;235.32;0.96914;197.04;239.86;0.90869;249.02;339.54;0.96832;232.84;327.97;0.96243;122.18;371.18;0.96456;123.36;356.59;0.93911;126.58;507.38;0.8694;132.32;488.1;0.82265;1
153.27;202.9;0.90645;310.08;171.17;0.96094;315.35;164.75;0.97334;311.43;164.77;0.22927;335.66;168.04;0.97263;331.05;167.63;0.22649;354.78;213.22;0.94735;337.29;207.24;0.93101;364.4;275.16;0.91113;321.38;258.34;0.83063;310.75;267.85;0.87328;276.89;257.49;0.78434;351.68;315.73;0.84608;335.38;306.04;0.82524;273.06;324.9;0.39773;268.54;310.84;0.3357;287.18;380.29;0.15551;285.7;370.3;0.13629;1
233.37;388.3;0.94744;469.67;126.91;0.99826;487.22;110.67;0.99853;456.25;111.55;0.99363;515.26;120.55;0.98478;442.41;122.66;0.63792;552.43;214.16;0.96729;417.98;216.58;0.96759;519.31;321.31;0.8893;377.92;321.63;0.8761;426.62;300.23;0.86415;457.66;342.72;0.84943;518.92;423.84;0.70859;426.54;421.51;0.70566;507.94;439.31;0.11373;418.09;440.75;0.10869;511.58;422.66;0.036196;433.63;415.12;0.03496;1
267.86;530.25;0.94559;197.55;91.85;0.9857;195.1;81.299;0.23026;187.15;81.441;0.98989;173.42;87.059;0.01126;155.88;90.024;0.87857;162.38;156.3;0.86891;150.56;161.94;0.96241;189.44;258.41;0.4489;182.04;269.52;0.92946;246.69;320.89;0.38277;259.96;324.25;0.88469;171.37;330.12;0.91312;167.66;340.53;0.95418;300.83;358.94;0.9083;315.79;371.82;0.95835;283.41;505.02;0.81734;296.19;527.66;0.88088;1
306.21;508.32;0.95236;223.19;100.35;0.98532;221.74;88.739;0.21719;215.41;87.849;0.98941;196.09;91.908;0.011317;181.28;92.259;0.86598;180.69;164.17;0.86863;172.64;167.19;0.95353;205.52;263.18;0.47233;200.24;271.81;0.91252;263.93;309.54;0.41751;274.09;314.26;0.87706;204.09;323.56;0.87783;202.68;333.05;0.92801;334.19;350.24;0.83911;343.15;361.05;0.91608;339.08;491.47;0.65516;351.54;507.21;0.74684;1
233.94;355.85;0.93194;350.13;88.634;0.987;360.07;81.323;0.99005;349.63;79.065;0.73386;386.73;85.331;0.97362;356.92;78.81;0.35378;399.41;137.62;0.96002;352.95;123.75;0.9682;355.57;196.7;0.93602;308.45;166.71;0.93111;287.28;198.61;0.92972;265.65;186.76;0.91602;366.5;253.09;0.96872;330.93;235.8;0.97134;266.87;261.9;0.95578;243.52;245.79;0.95141;249.69;357.1;0.89467;219.27;336.07;0.89035;1
168.2;577.81;0.94342;211.83;66.623;0.99826;220.03;55.205;0.99344;199.33;57.539;0.99498;232.18;59.018;0.72648;182.58;64.996;0.75769;253.52;130.62;0.9757;159.3;135.13;0.97859;269.98;210.38;0.94162;134.11;224.37;0.95292;271.03;269.37;0.91927;166.46;294.27;0.93487;250.69;287.81;0.98941;189.46;290.57;0.98995;248.06;414.82;0.97436;189.22;423.26;0.97592;225.99;538.05;0.90446;191.19;548.71;0.90728;1
391.7;412.99;0.95044;367.92;144.48;0.99296;383.89;125.56;0.99572;365.36;125.75;0.70269;443.7;122.18;0.96914;381.74;123.22;0.18486;487.43;214.57;0.95071;406.62;205.79;0.96624;425.49;345.62;0.89162;353.33;306.66;0.88639;283.82;343.97;0.89533;253.16;328.27;0.87681;494.65;427.76;0.61246;430.5;411.87;0.65816;370.72;423.83;0.11322;314.36;406.46;0.10921;380.81;421.33;0.033929;351.01;416.56;0.033841;1
231.08;334.55;0.93991;185.77;193.2;0.99542;193.22;177.78;0.96688;170.27;179.96;0.99416;200.39;174.1;0.11465;133.63;178.35;0.84696;226.4;259.57;0.95715;86.385;267.83;0.96338;259.36;364.42;0.82146;69.831;388.25;0.86973;242.14;390.31;0.78873;165.04;383.58;0.83926;214.4;445.74;0.56643;121.49;450.41;0.57785;223.88;452.33;0.071398;137.22;454.18;0.07921;194.92;435.26;0.028745;132.54;428.34;0.030548;1
250.64;403.42;0.93049;377.24;153.51;0.97614;397.32;133.02;0.9955;384.55;132.19;0.18553;463.93;150.69;0.99256;427.01;144.4;0.19041;481.26;297.18;0.8506;440.47;285.85;0.72112;476.95;447.38;0.19586;392.95;423.36;0.067068;392.51;424.62;0.10863;348.74;400.96;0.044292;430.83;446.58;0.03391;398.77;440.6;0.025502;433.09;365.66;0.013295;396.54;374.41;0.0096698;460.59;381.38;0.012536;435.31;384.58;0.010273;1
510.66;425.78;0.95393;240.02;119.81;0.98962;240.93;99.181;0.19895;224.44;96.021;0.99555;205.78;100.64;0.0061359;152.75;93.262;0.9418;114.98;194.88;0.9481;121.45;226.8;0.94659;177.66;292.7;0.79616;221.32;393.34;0.87094;276.57;299.53;0.80595;411.85;370.36;0.87448;102.29;441.43;0.46353;86.827;466.53;0.43049;306.84;410.83;0.055474;264.11;436.47;0.065655;273.38;407.32;0.019609;196.03;414.61;0.021214;1
230.97;458.5;0.94316;209.44;130.7;0.9768;205.66;120.52;0.3178;199.59;123.13;0.9684;183.75;127.1;0.028649;174.17;133.18;0.96712;169.24;197.29;0.85659;156.78;204.44;0.98197;190.8;287.31;0.24267;189.76;297.87;0.96842;245.58;329.01;0.27086;258.66;333.45;0.94467;183.76;337.72;0.88368;176.78;349.07;0.96407;303.81;363.98;0.89044;316.4;376.8;0.97796;272.38;482.53;0.85211;282.6;498.37;0.94844;1
398.25;403.44;0.94478;233.72;156.5;0.96517;231.91;141.24;0.045274;224.36;139.36;0.98733;178.13;144.14;0.0063551;175.01;146.58;0.92847;131.46;229.23;0.94614;105.07;246.33;0.95354;134.19;299.1;0.83844;218.21;388.88;0.91027;193.96;325.01;0.83987;344.03;338.53;0.91164;128.95;436;0.66239;89.39;456.48;0.65831;331.76;432.84;0.13283;314.92;444.43;0.16753;301.38;437.57;0.038231;260.64;439.39;0.044428;1
253.44;395.87;0.89891;350.68;104.09;0.97629;356.85;92.724;0.98692;351.78;94.343;0.11352;386.27;94.638;0.984;386.74;97.95;0.1829;391.79;158.65;0.96441;402.94;151.27;0.94056;329.59;231.78;0.9469;342.36;223.18;0.7994;260.51;236.36;0.92583;271.13;229.91;0.76987;408.04;321.39;0.95504;409.47;309.63;0.93997;291.84;306.39;0.94076;299.51;285.31;0.90543;245.32;428.27;0.84881;284.67;406.06;0.8105;1
334.7;374.21;0.90566;451.56;172.44;0.98819;461.78;154.36;0.99409;450.42;156.8;0.23327;513.69;148.78;0.98467;475.3;155.25;0.18332;555.95;248.97;0.94371;500.08;242.47;0.9588;510.16;400.72;0.867;430.3;339.54;0.86347;369.91;398.76;0.87811;335.56;313.46;0.8642;528.77;457.23;0.48071;481.11;444.18;0.52418;421.23;446.34;0.062763;360.34;438.27;0.060201;433.87;421.01;0.022633;385.43;423.48;0.022152;1
